[]
[('かがやくリザードン', 'K', '炎', '015/172', 'S12a')]
[('リザードンEX', 'PROMO', '炎', '030/XY-P', 'XY-P')]
[('ヌメルゴン', 'PROMO', 'ドラゴン', '031/XY-P', 'XY-P')]
[('炎のトーチ', 'PROMO', 'グッズ', '032/XY-P', 'XY-P')]
[('ハリマロン*キラ', 'PROMO', '草', '034/XY-P', 'XY-P')]
[('フォッコ:キラ', 'PROMO', '炎', '035/XY-P', 'XY-P')]
[('ケロマツ', 'PROMO', '水', '036/XY-P', 'XY-P')]
[('ケロマツ:キラ', 'PROMO', '水', '036/XY-P', 'XY-P')]
[('ダークライ', 'PROMO', '悪', '037/XY-P', 'XY-P')]
[('ルチャブルEX', 'PROMO', '闘', '038/XY-P', 'XY-P')]
[('ワルビアルEX', 'PROMO', '悪', '044/XY-P', 'XY-P')]
[('イカサマコイン', 'PROMO', 'グッズ', '047/XY-P', 'XY-P')]
[('MマフォクシーEX', 'PROMO', '炎', '048/XY-P', 'XY-P')]
[('カメテテ', 'PROMO', '闘', '049/XY-P', 'XY-P')]
[('日本代表のピカチュウ', 'PROMO', '雷', '050/XY-P', 'XY-P')]
[('ゼルネアス', 'PROMO', 'フェアリー', '051/XY-P', 'XY-P')]
[('イベルタル', 'PROMO', '悪', '052/XY-P', 'XY-P')]
[('ディアンシー', 'PROMO', 'フェアリー', '053/XY-P', 'XY-P')]
[('ディアンシー', 'PROMO', 'フェアリー', '054/XY-P', 'XY-P')]
[('ポケテレのADピカチュウ', 'PROMO', '雷', '056/XY-P', 'XY-P')]
[('ピカチュウ', 'PROMO', '雷', '064/XY-P', 'XY-P')]
[('ピカチュウ*丸美屋', 'PROMO', '雷', '064/XY-P', 'XY-P')]
[('ピカチュウ*ポケモンパン', 'PROMO', '雷', '064/XY-P', 'XY-P')]
[('ピカチュウ', 'PROMO', '雷', '064/XY-P', 'XY-P')]
[('ルカリオEX', 'PROMO', '闘', '066/XY-P', 'XY-P')]
[('カイリキー', 'PROMO', '闘', '067/XY-P', 'XY-P')]
[('ピカチュウ', 'PROMO', '雷', '068/XY-P', 'XY-P')]
[('ピカチュウ', 'PROMO', '雷', '069/XY-P', 'XY-P')]
[('ピカチュウ', 'PROMO', '雷', '070/XY-P', 'XY-P')]
[('ブリガロン', 'PROMO', '草', '071/XY-P', 'XY-P')]
[('マフォクシー', 'PROMO', '炎', '072/XY-P', 'XY-P')]
[('ゲッコウガ', 'PROMO', '水', '073/XY-P', 'XY-P')]
[('フシギバナEX', 'PROMO', '草', '074/XY-P', 'XY-P')]
[('リザードンEX', 'PROMO', '炎', '075/XY-P', 'XY-P')]
[('カメックスEX', 'PROMO', '水', '076/XY-P', 'XY-P')]
[('メタモン', 'PROMO', '無', '077/XY-P', 'XY-P')]
[('MゲンガーEX', 'PROMO', '超', '079/XY-P', 'XY-P')]
[('ソーナンス', 'PROMO', '超', '080/XY-P', 'XY-P')]
[('エルレイドEX', 'PROMO', '超', '084/XY-P', 'XY-P')]
[('ピカチュウ', 'PROMO', '雷', '090/XY-P', 'XY-P')]
[('ニンフィア', 'PROMO', 'フェアリー', '091/XY-P', 'XY-P')]
[('ディアンシーEX', 'PROMO', 'フェアリー', '092/XY-P', 'XY-P')]
[('MディアンシーEX', 'PROMO', 'フェアリー', '093/XY-P', 'XY-P')]
[('あったかピカチュウ', 'PROMO', '雷', '094/XY-P', 'XY-P')]
[('あったかピカチュウ', 'PROMO', '雷', '095/XY-P', 'XY-P')]
[('あったかピカチュウ', 'PROMO', '雷', '096/XY-P', 'XY-P')]
[('あったかピカチュウ', 'PROMO', '雷', '097/XY-P', 'XY-P')]
[('メガトウキョーのピカチュウ', 'PROMO', '雷', '098/XY-P', 'XY-P')]
[('おきがえピカチュウ', 'PROMO', '雷', '099/XY-P', 'XY-P')]
[('レックウザ', 'PROMO', 'ドラゴン', '100/XY-P', 'XY-P')]
[('メタグロスEX', 'PROMO', '鋼', '101/XY-P', 'XY-P')]
[('MメタグロスEX', 'PROMO', '鋼', '102/XY-P', 'XY-P')]
[('レジロック', 'PROMO', '闘', '104/XY-P', 'XY-P')]
[('フライゴンEX', 'PROMO', 'ドラゴン', '114/XY-P', 'XY-P')]
[('エネルギーリサイクル', 'PROMO', 'グッズ', '117/XY-P', 'XY-P')]
[('ダートじてんしゃ', 'PROMO', 'グッズ', '118/XY-P', 'XY-P')]
[('ダイゴ', 'PROMO', 'サポート', '121/XY-P', 'XY-P')]
[('レックウザEX', 'PROMO', '無', '122/XY-P', 'XY-P')]
[('レックウザEX', 'PROMO', '無', '123/XY-P', 'XY-P')]
[('ボーマンダ', 'PROMO', 'ドラゴン', '124/XY-P', 'XY-P')]
[('ちからのハチマキ', 'PROMO', 'グッズ', '125/XY-P', 'XY-P')]
[('バシャーモEX', 'PROMO', '炎', '127/XY-P', 'XY-P')]
[('ジラーチ', 'PROMO', '鋼', '129/XY-P', 'XY-P')]
[('ガチゴラスEX', 'PROMO', 'ドラゴン', '133/XY-P', 'XY-P')]
[('ふしぎなアメ', 'PROMO', 'グッズ', '136/XY-P', 'XY-P')]
[('ラグラージEX', 'PROMO', '水', '137/XY-P', 'XY-P')]
[('MバシャーモEX', 'PROMO', '炎', '138/XY-P', 'XY-P')]
[('オールナイトパーティ', 'PROMO', 'スタジアム', '139/XY-P', 'XY-P')]
[('ブラッキー', 'PROMO', '悪', '140/XY-P', 'XY-P')]
[('ニンフィア', 'PROMO', 'フェアリー', '141/XY-P', 'XY-P')]
[('セレビィ', 'PROMO', '草', '142/XY-P', 'XY-P')]
[('カイオーガ', 'PROMO', '水', '143/XY-P', 'XY-P')]
[('グラードン', 'PROMO', '闘', '144/XY-P', 'XY-P')]
[('ラティアス', 'PROMO', '超', '145/XY-P', 'XY-P')]
[('ラティオス', 'PROMO', '超', '146/XY-P', 'XY-P')]
[('ヤミラミ', 'PROMO', '超', '147/XY-P', 'XY-P')]
[('カビゴン', 'PROMO', '無', '149/XY-P', 'XY-P')]
[('コイキングごっこピカチュウ', 'PROMO', '雷', '150/XY-P', 'XY-P')]
[('ギャラドスごっこピカチュウ', 'PROMO', '雷', '151/XY-P', 'XY-P')]
[('カイオーガEX', 'PROMO', '水', '152/XY-P', 'XY-P')]
[('グラードンEX', 'PROMO', '闘', '153/XY-P', 'XY-P')]
[('ピカチュウ', 'PROMO', '雷', '154/XY-P', 'XY-P')]
[('フーパ', 'PROMO', '超', '155/XY-P', 'XY-P')]
[('ピカチュウ', 'PROMO', '雷', '156/XY-P', 'XY-P')]
[('レックウザEX', 'PROMO', '無', '158/XY-P', 'XY-P')]
[('レシラム', 'PROMO', 'ドラゴン', '161/XY-P', 'XY-P')]
[('チルタリス', 'PROMO', '無', '162/XY-P', 'XY-P')]
[('ジュカインEX', 'PROMO', '草', '163/XY-P', 'XY-P')]
[('フウロ', 'PROMO', 'サポート', '164/XY-P', 'XY-P')]
[('ガラガラ', 'PROMO', '闘', '169/XY-P', 'XY-P')]
[('エネルギーリセット', 'PROMO', 'グッズ', '172/XY-P', 'XY-P')]
[('オカルトマニア', 'PROMO', 'サポート', '173/XY-P', 'XY-P')]
[('ラティオス', 'PROMO', '超', '174/XY-P', 'XY-P')]
[('ピカチュウ', 'PROMO', '雷', '175/XY-P', 'XY-P')]
[('ミュウツー', 'PROMO', '超', '176/XY-P', 'XY-P')]
[('カイオーガ', 'PROMO', '水', '177/XY-P', 'XY-P')]
[('レントラーBREAK', 'PROMO', '雷', '181/XY-P', 'XY-P')]
[('プテラEX', 'PROMO', '闘', '182/XY-P', 'XY-P')]
[('MプテラEX', 'PROMO', '闘', '183/XY-P', 'XY-P')]
[('グラードン', 'PROMO', '闘', '184/XY-P', 'XY-P')]
[('クチートEX', 'PROMO', 'フェアリー', '185/XY-P', 'XY-P')]
[('MクチートEX', 'PROMO', 'フェアリー', '186/XY-P', 'XY-P')]
[('クチートソウルリンク', 'PROMO', 'グッズ', '188/XY-P', 'XY-P')]
[('ミュウツーEX', 'PROMO', '超', '190/XY-P', 'XY-P')]
[('ミュウツーEX', 'PROMO', '超', '191/XY-P', 'XY-P')]
[('リーフィアEX', 'PROMO', '草', '192/XY-P', 'XY-P')]
[('キュウコンEX', 'PROMO', '炎', '193/XY-P', 'XY-P')]
[('シャワーズEX', 'PROMO', '水', '194/XY-P', 'XY-P')]
[('サンダースEX', 'PROMO', '雷', '195/XY-P', 'XY-P')]
[('ニャオニクスEX', 'PROMO', '超', '196/XY-P', 'XY-P')]
[('ゴローニャEX', 'PROMO', '闘', '197/XY-P', 'XY-P')]
[('ミュウツー', 'PROMO', '超', '202/XY-P', 'XY-P')]
[('ポンチョを着たピカチュウ', 'PROMO', '雷', '203/XY-P', 'XY-P')]
[('メガトウキョーのピカチュウ', 'PROMO', '雷', '204/XY-P', 'XY-P')]
[('スイクン', 'PROMO', '水', '205/XY-P', 'XY-P')]
[('ピカチュウ', 'PROMO', '雷', '206/XY-P', 'XY-P')]
[('ポンチョを着たピカチュウ', 'PROMO', '雷', '207/XY-P', 'XY-P')]
[('ポンチョを着たピカチュウ', 'PROMO', '雷', '208/XY-P', 'XY-P')]
[('ゲッコウガ', 'PROMO', '水', '209/XY-P', 'XY-P')]
[('レインボーエネルギー', 'PROMO', '特殊エネルギー', '210/XY-P', 'XY-P')]
[('シェイミEX', 'PROMO', '草', '212/XY-P', 'XY-P')]
[('リザードンEX', 'PROMO', '炎', '213/XY-P', 'XY-P')]
[('ルカリオ', 'PROMO', '闘', '214/XY-P', 'XY-P')]
[('レックウザ', 'PROMO', 'ドラゴン', '215/XY-P', 'XY-P')]
[('ヨルノズクBREAK', 'PROMO', '無', '216/XY-P', 'XY-P')]
[('バルジーナBREAK', 'PROMO', '悪', '217/XY-P', 'XY-P')]
[('サトシゲッコウガEX', 'PROMO', '水', '218/XY-P', 'XY-P')]
[('アグノム', 'PROMO', '超', '219/XY-P', 'XY-P')]
[('お公家さまと舞妓はんピカチュウ', 'PROMO', '雷', '221/XY-P', 'XY-P')]
[('チコリータ', 'PROMO', '草', '222/XY-P', 'XY-P')]
[('ヒノアラシ', 'PROMO', '炎', '223/XY-P', 'XY-P')]
[('ホウオウ', 'PROMO', '炎', '224/XY-P', 'XY-P')]
[('ホウオウBREAK', 'PROMO', '炎', '225/XY-P', 'XY-P')]
[('ワニノコ', 'PROMO', '水', '226/XY-P', 'XY-P')]
[('ドーブル', 'PROMO', '無', '227/XY-P', 'XY-P')]
[('ルギア', 'PROMO', '無', '228/XY-P', 'XY-P')]
[('ポンチョを着たピカチュウ', 'PROMO', '雷', '230/XY-P', 'XY-P')]
[('ポンチョを着たピカチュウ', 'PROMO', '雷', '231/XY-P', 'XY-P')]
[('レックウザ', 'PROMO', 'ドラゴン', '232/XY-P', 'XY-P')]
[('フシギバナEX', 'PROMO', '草', '233/XY-P', 'XY-P')]
[('カメックスEX', 'PROMO', '水', '234/XY-P', 'XY-P')]
[('ジラーチ', 'PROMO', '鋼', '235/XY-P', 'XY-P')]
[('ファイアローBREAK', 'PROMO', '炎', '238/XY-P', 'XY-P')]
[('魅惑のポフレ', 'PROMO', 'グッズ', '243/XY-P', 'XY-P')]
[('ピーピーマックス', 'PROMO', 'グッズ', '244/XY-P', 'XY-P')]
[('ガブリアスEX', 'PROMO', 'ドラゴン', '245/XY-P', 'XY-P')]
[('プラターヌ博士', 'PROMO', 'サポート', '246/XY-P', 'XY-P')]
[('マスクド・ピカチュウ', 'PROMO', '雷', '247/XY-P', 'XY-P')]
[('ボルケニオン', 'PROMO', '炎', '249/XY-P', 'XY-P')]
[('ニャース', 'PROMO', '無', '250/XY-P', 'XY-P')]
[('ボーマンダEX', 'PROMO', 'ドラゴン', '253/XY-P', 'XY-P')]
[('ボーマンダEX', 'PROMO', 'ドラゴン', '254/XY-P', 'XY-P')]
[('カリン', 'PROMO', 'サポート', '256/XY-P', 'XY-P')]
[('MボーマンダEX', 'PROMO', 'ドラゴン', '257/XY-P', 'XY-P')]
[('ピカチュウ', 'PROMO', '雷', '259/XY-P', 'XY-P')]
[('ヤンチャム', 'PROMO', '闘', '260/XY-P', 'XY-P')]
[('カビゴン', 'PROMO', '無', '261/XY-P', 'XY-P')]
[('ヤドランEX', 'PROMO', '水', '262/XY-P', 'XY-P')]
[('MヤドランEX', 'PROMO', '水', '263/XY-P', 'XY-P')]
[('なみのりピカチュウ', 'PROMO', '雷', '264/XY-P', 'XY-P')]
[('ボルケニオン', 'PROMO', '炎', '266/XY-P', 'XY-P')]
[('ウインディBREAK', 'PROMO', '炎', '267/XY-P', 'XY-P')]
[('マギアナ', 'PROMO', '鋼', '268/XY-P', 'XY-P')]
[('デンリュウ', 'PROMO', '雷', '269/XY-P', 'XY-P')]
[('エルレイド', 'PROMO', '闘', '270/XY-P', 'XY-P')]
[('MレックウザEX', 'PROMO', '無', '272/XY-P', 'XY-P')]
[('ミミロップ', 'PROMO', '無', '273/XY-P', 'XY-P')]
[('ポンチョを着たピカチュウ', 'PROMO', '雷', '274/XY-P', 'XY-P')]
[('ポンチョを着たピカチュウ', 'PROMO', '雷', '275/XY-P', 'XY-P')]
[('リザードンEX', 'PROMO', '炎', '276/XY-P', 'XY-P')]
[('サカキの計画', 'PROMO', 'サポート', '277/XY-P', 'XY-P')]
[('ロケット団参上!', 'PROMO', 'サポート', '278/XY-P', 'XY-P')]
[('ピカチュウ', 'PROMO', '雷', '279/XY-P', 'XY-P')]
[('リザードン', 'PROMO', '炎', '280/XY-P', 'XY-P')]
[('ピカチュウ', 'PROMO', '雷', '281/XY-P', 'XY-P')]
[('とりかえっこプリーズ!', 'PROMO', 'サポート', '282/XY-P', 'XY-P')]
[('サトシゲッコウガEX', 'PROMO', '水', '290/XY-P', 'XY-P')]
[('チルタリス', 'PROMO', '無', '291/XY-P', 'XY-P')]
[('スズキサン', 'PROMO', 'サポート', '297/XY-P', 'XY-P')]
[('MサチコEX', 'PROMO', 'フェアリー', '298/XY-P', 'XY-P')]
[('クロバットBREAK', 'PROMO', '超', 'XY-P', 'XY-P')]
[('ティエルノ*公認自主イベント', 'PROMO', 'サポート', 'XY-P', 'XY-P')]
[('センパイとコウハイ', 'PROMO', 'サポート', 'XY-P', 'XY-P')]
[('コイキング', 'PROMO', '水', 'XY-P', 'XY-P')]
[('ミュウツーEX', 'PROMO', '超', 'XY-P', 'XY-P')]
[('ミュウ', 'PROMO', '超', 'XY-P', 'XY-P')]
[('ドータクン', 'PROMO', '鋼', 'XY-P', 'XY-P')]
[('エンペルトBREAK', 'PROMO', '水', 'XY-P', 'XY-P')]
[('ギャラドス', 'PROMO', '水', 'XY-P', 'XY-P')]
[('プロテクトキューブ', 'PROMO', 'グッズ', 'XY-P', 'XY-P')]
[('鍛冶屋', 'PROMO', 'サポート', 'XY-P', 'XY-P')]
[('ゲッコウガ', 'PROMO', '悪', 'XY-P', 'XY-P')]
[('フレア団のしたっぱ', 'PROMO', 'サポート', 'XY-P', 'XY-P')]
[('まんたんのくすり', 'PROMO', 'グッズ', 'XY-P', 'XY-P')]
[('ちからのハチマキ', 'PROMO', 'グッズ', 'XY-P', 'XY-P')]
[('ティエルノ*バトルフェスタ2013', 'PROMO', 'サポート', 'XY-P', 'XY-P')]
[('ポケモンカードジムメダル', 'PROMO', 'グッズ', 'XY-P', 'XY-P')]
[('殿堂の書', 'PROMO', 'グッズ', 'XY-P', 'XY-P')]
[('アブソル', 'PROMO', '悪', 'XY-P', 'XY-P')]
[('アブソルEX', 'PROMO', '悪', 'XY-P', 'XY-P')]
[('MアブソルEX', 'PROMO', '悪', 'XY-P', 'XY-P')]
[('みがわりロボ（フレア団ギア）', 'PROMO', 'グッズ', 'XY-P', 'XY-P')]
[('MガブリアスEX', 'PROMO', 'ドラゴン', 'XY-P', 'XY-P')]
[('ガブリアスソウルリンク', 'PROMO', 'グッズ', 'XY-P', 'XY-P')]
[('闘魂のまわし', 'PROMO', 'グッズ', 'XY-P', 'XY-P')]
[('コダック', 'PROMO', '水', 'XY-P', 'XY-P')]
[('オーベムBREAK', 'PROMO', '超', '189/XY-P', 'XY-P')]
[('MラグラージEX', 'PROMO', '水', 'XY-P', 'XY-P')]
[('メガターボ', 'PROMO', 'グッズ', 'XY-P', 'XY-P')]
[('クロバットBREAK:カメックスメガバトル', 'PROMO', '超', 'XY-P', 'XY-P')]
[('ピカチュウ*20thアニバーサリーフェスタ', 'PROMO', '雷', 'XY-P', 'XY-P')]
[('そらをとぶピカチュウ', 'PROMO', '雷', '292/XY-P', 'XY-P')]
[('マリオピカチュウ', 'PROMO', '雷', '293/XY-P', 'XY-P')]
[('マリオピカチュウ', 'PROMO', '雷', '294/XY-P', 'XY-P')]
[('ルイージピカチュウ', 'PROMO', '雷', '295/XY-P', 'XY-P')]
[('ルイージピカチュウ', 'PROMO', '雷', '296/XY-P', 'XY-P')]
[('ピッチのピカチュウ:ドリブル', 'PROMO', '雷', 'XY-P', 'XY-P')]
[('ピッチのピカチュウ*シュート', 'PROMO', '雷', 'XY-P', 'XY-P')]
[('スペシャルチャージ', 'CP', 'グッズ', '015/041', 'XY/041')]
[('ダイブボール', 'CP', 'グッズ', '016/041', 'XY/041')]
[('トレーナーズポスト', 'CP', 'グッズ', '017/041', 'XY/041')]
[('はかせのてがみ', 'CP', 'グッズ', '018/041', 'XY/041')]
[('バトルコンプレッサー（フレア団ギア）', 'CP', 'グッズ', '019/041', 'XY/041')]
[('バトルサーチャー', 'CP', 'グッズ', '020/041', 'XY/041')]
[('ピーピーマックス', 'CP', 'グッズ', '021/041', 'XY/041')]
[('かるいし', 'CP', 'グッズ', '022/041', 'XY/041')]
[('センパイとコウハイ', 'CP', 'サポート', '031/041', 'XY/041')]
[('ポケモンレンジャー', 'CP', 'サポート', '035/041', 'XY/041')]
[('ミツル', 'CP', 'サポート', '036/041', 'XY/041')]
[('次元の谷', 'CP', 'スタジアム', '039/041', 'XY/041')]
[('スカイフィールド', 'CP', 'スタジアム', '040/041', 'XY/041')]
[('ダブルドラゴンエネルギー', 'CP', '特殊エネルギー', '041/041', 'XY/041')]
[('バトルサーチャー', 'CP', 'グッズ', '013/020', 'XY/020')]
[('ピーピーマックス', 'CP', 'グッズ', '014/020', 'XY/020')]
[('はかせのてがみ', 'D', 'グッズ', '007/018', 'XY/018')]
[('バトルサーチャー', 'D', 'グッズ', '008/018', 'XY/018')]
[('ピーピーマックス', 'D', 'グッズ', '009/018', 'XY/018')]
[('ミステリーエネルギー', 'D', '特殊エネルギー', '018/018', 'XY/018')]
[('ミュウ', 'D', '超', '009/048', 'XY/048')]
[('スペシャルチャージ', 'D', 'グッズ', '022/048', 'XY/048')]
[('バトルコンプレッサー（フレア団ギア）', 'D', 'グッズ', '025/048', 'XY/048')]
[('バトルサーチャー', 'D', 'グッズ', '026/048', 'XY/048')]
[('ピーピーマックス', 'D', 'グッズ', '027/048', 'XY/048')]
[('レベルボール', 'D', 'グッズ', '029/048', 'XY/048')]
[('次元の谷', 'D', 'スタジアム', '041/048', 'XY/048')]
[('スカイフィールド', 'D', 'スタジアム', '042/048', 'XY/048')]
[('ダブルドラゴンエネルギー', 'D', '特殊エネルギー', '045/048', 'XY/048')]
[('イベルタルEX', 'D', '悪', '005/023', 'XYC')]
[('イベルタルEX', 'D', '悪', '006/023', 'XYC')]
[('ゼルネアスEX', 'D', 'フェアリー', '011/023', 'XYC')]
[('ゼルネアスEX', 'D', 'フェアリー', '012/023', 'XYC')]
[('カイオーガEX', 'D', '水', '008/049', 'MMB-b')]
[('ゲンシカイオーガEX', 'D', '水', '009/049', 'MMB-b')]
[('ピカチュウ', 'D', '雷', '011/049', 'MMB-b')]
[('ダイブボール', 'D', 'グッズ', '029/049', 'MMB-b')]
[('はかせのてがみ', 'D', 'グッズ', '031/049', 'MMB-b')]
[('バトルサーチャー', 'D', 'グッズ', '032/049', 'MMB-b')]
[('ちからのハチマキ', 'D', 'グッズ', '037/049', 'MMB-b')]
[('リザードンEX', 'D', '炎', '001/049', 'MMB-r')]
[('カエンジシ', 'D', '炎', '006/049', 'MMB-r')]
[('ゲンガーEX', 'D', '超', '010/049', 'MMB-r')]
[('MゲンガーEX', 'D', '超', '011/049', 'MMB-r')]
[('ソーナンス', 'D', '超', '012/049', 'MMB-r')]
[('グラードンEX', 'D', '闘', '016/049', 'MMB-r')]
[('ゲンシグラードンEX', 'D', '闘', '017/049', 'MMB-r')]
[('ルカリオEX', 'D', '闘', '018/049', 'MMB-r')]
[('はかせのてがみ', 'D', 'グッズ', '029/049', 'MMB-r')]
[('バトルサーチャー', 'D', 'グッズ', '030/049', 'MMB-r')]
[('ちからのハチマキ', 'D', 'グッズ', '036/049', 'MMB-r')]
[('灼熱の大地', 'D', 'スタジアム', '046/049', 'MMB-r')]
[('はかせのてがみ', 'CP', 'グッズ', '006/010', 'SNP-p')]
[('レベルボール:オンバーン', 'CP', 'グッズ', '008/010', 'SNP-p')]
[('フウロ*オンバーン', 'CP', 'サポート', '010/010', 'SNP-p')]
[('ピカチュウ', 'CP', '雷', '001/010', 'SNP-o')]
[('ライチュウBREAK', 'CP', '雷', '003/010', 'SNP-o')]
[('タウンマップ', 'CP', 'グッズ', '005/010', 'SNP-o')]
[('はかせのてがみ', 'CP', 'グッズ', '007/010', 'SNP-o')]
[('レベルボール:ライチュウ', 'CP', 'グッズ', '008/010', 'SNP-o')]
[('フウロ:ライチュウ', 'CP', 'サポート', '010/010', 'SNP-o')]
[('フシギバナEX', 'D', '草', '001/072', '20th')]
[('MフシギバナEX', 'D', '草', '002/072', '20th')]
[('リザードンEX', 'D', '炎', '010/072', '20th')]
[('MリザードンEX', 'D', '炎', '011/072', '20th')]
[('フリーザー', 'D', '水', '017/072', '20th')]
[('ピカチュウ', 'D', '雷', '018/072', '20th')]
[('ライチュウ', 'D', '雷', '019/072', '20th')]
[('サンダー', 'D', '雷', '020/072', '20th')]
[('ゴース', 'D', '超', '024/072', '20th')]
[('ゲンガー', 'D', '超', '026/072', '20th')]
[('エネルギー回収', 'D', 'グッズ', '048/072', '20th')]
[('エネルギーつけかえ', 'D', 'グッズ', '049/072', '20th')]
[('はかせのてがみ', 'D', 'グッズ', '056/072', '20th')]
[('イマクニ？', 'D', 'サポート', '063/072', '20th')]
[('フレア団のしたっぱ', 'D', 'サポート', '069/072', '20th')]
[('カメックスEX', 'D', '水', '073/072', '20th')]
[('カメックスEX', 'D', '水', '074/072', '20th')]
[('ディアンシーEX', 'D', 'フェアリー', '008/026', 'XYH')]
[('タブンネEX', 'D', '無', '011/026', 'XYH')]
[('MタブンネEX', 'D', '無', '012/026', 'XYH')]
[('ダブル無色エネルギー', 'D', '特殊エネルギー', '026/026', 'XYH')]
[('N', 'D', 'サポート', '014/019', 'XYG')]
[('灼熱の大地', 'D', 'スタジアム', '018/019', 'XYG')]
[('ゴルダックBREAK', 'D', '水', '003/016', 'XYF')]
[('パルキアEX', 'D', '水', '007/016', 'XYF')]
[('ダイブボール', 'D', 'グッズ', '008/016', 'XYF')]
[('バトルサーチャー', 'D', 'グッズ', '009/016', 'XYF')]
[('エンブオーEX', 'D', '炎', '003/022', 'XYE')]
[('エネルギー回収', 'D', 'グッズ', '015/022', 'XYE')]
[('トゲキッスEX', 'D', 'フェアリー', '010/022', 'XYE')]
[('MレックウザEX', 'D', 'ドラゴン', '006/018', 'XYD')]
[('ダブルドラゴンエネルギー', 'D', '特殊エネルギー', '018/018', 'XYD')]
[('ギルガルドEX', 'D', '鋼', '005/018', 'XYB')]
[('バトルサーチャー', 'D', 'グッズ', '009/018', 'XYB')]
[]
[('リザードンEX', 'D', '炎', '001/021', 'XYA')]
[('MリザードンEX', 'D', '炎', '002/021', 'XYA')]
[('ラフレシア', 'CP', '草', '003/171', 'XY/171')]
[('ジュカインEX', 'CP', '草', '006/171', 'XY/171')]
[('MジュカインEX', 'CP', '草', '007/171', 'XY/171')]
[('MバクーダEX', 'CP', '炎', '013/171', 'XY/171')]
[('オクタン', 'CP', '水', '019/171', 'XY/171')]
[('グレイシアEX', 'CP', '水', '020/171', 'XY/171')]
[('マナフィEX', 'CP', '水', '021/171', 'XY/171')]
[('ガマゲロゲEX', 'CP', '水', '022/171', 'XY/171')]
[('ゲッコウガBREAK', 'CP', '水', '028/171', 'XY/171')]
[('ピカチュウ', 'CP', '雷', '029/171', 'XY/171')]
[('サンダースEX', 'CP', '雷', '032/171', 'XY/171')]
[('フーディンEX', 'CP', '超', '040/171', 'XY/171')]
[('MフーディンEX', 'CP', '超', '041/171', 'XY/171')]
[('ミュウツーEX', 'CP', '超', '042/171', 'XY/171')]
[('MミュウツーEX', 'CP', '超', '043/171', 'XY/171')]
[('ミュウ', 'CP', '超', '044/171', 'XY/171')]
